time,"# warm-ups since codes cleared ()","Absolute load value (%)","Absolute pedal position D (%)","Absolute pedal position E (%)","Absolute throttle position B (%)","Average speed (mph)","Barometric pressure (psi)","Calculated boost (psi)","Calculated engine load value (%)","Calculated instant fuel rate (gal./h)","Catalyst temperature Bank 1 Sensor 1 (℉)","Commanded EGR duty (%)","Commanded evaporative purge (%)","Commanded throttle actuator (%)","Control module voltage (V)","Distance traveled since codes cleared (miles)","Distance traveled with MIL on (miles)","Distance travelled (miles)","Distance travelled (Today) (miles)","Distance travelled (total) (miles)","Distance travelled (Week) (miles)","EGR error (%)","Engine coolant temperature (℉)","Engine RPM (rpm)","Engine RPM x1000 (rpm)","Evap. system vapor pressure (Pa)","Free space in fuel tank (gallon)","Fuel economizer (based on fuel system status and throttle position) ()","Fuel level input (%) (%)","Fuel level input (V) (gallon)","Fuel rail press. (psi)","Fuel used (gallon)","Fuel used (Today) (gallon)","Fuel used (total) (gallon)","Fuel used (Week) (gallon)","Fuel used price ($)","Fuel used price (Today) ($)","Fuel used price (total) ($)","Fuel used price (Week) ($)","Fuel/Air commanded equivalence ratio ()","Instant engine power (based on fuel consumption) (hp)","Intake air temperature (℉)","Intake manifold absolute pressure (psi)","Long term fuel % trim - Bank 1 (%)","MAF air flow rate (g/sec)","OBD Module Voltage (V)","Oxygen sensor 1 Wide Range Current (mA) (mA)","Oxygen sensor 1 Wide Range Equivalence ratio ()","Oxygen sensor 2 Bank 1 Short term fuel trim (%)","Oxygen sensor 2 Bank 1 Voltage (V)","Power from MAF (hp)","Relative throttle position (%)","Short term fuel % trim - Bank 1 (%)","Throttle position (%)","Timing advance (°)","Vehicle acceleration (g)","Vehicle speed (mph)",
22:07:34.073,,,,,,,,,,,,,,,,,,,,,,,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:07:34.232,,,,,,,,,,0.02126965355257738,,,,,,,,,,,,,,,,,,,,,,0.00020915850329427128,0.000264700344,0.000264700344,0.000264700344,0.0007996687322169419,0.0010120295027487114,0.0010120295027487114,0.0010120295027487114,,0.31498825713538614,,,,0.24,,,,,,0.288,,,,,,,
22:07:34.393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
22:07:34.544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.78125,,,,,,,,,,,,,,
22:07:34.694,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.778585110665,,,,,,,,,,,,,,,
22:07:34.844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
22:07:34.996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
22:07:35.146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.6,,,,,,,,,,,,,,,,
22:07:35.295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.254901960784313,,,,
22:07:35.446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2750000000000001,,,,,,,,
22:07:35.910,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:07:36.061,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:07:36.212,,,,,,,,,,0.02126965355257738,,,,,,,,,,,,,,,,,,,,,,0.00022085870643197996,0.000276323912,0.000276323912,0.000276323912,0.0008444017287838974,0.001056469920035082,0.001056469920035082,0.001056469920035082,,0.31498825713538614,,,,0.24,,,,,,0.288,,,,,,,
22:07:36.376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
22:07:36.524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.78125,,,,,,,,,,,,,,
22:07:36.677,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.778585110665,,,,,,,,,,,,,,,
22:07:36.826,,,,,,0,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
22:07:36.990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
22:07:37.142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.6,,,,,,,,,,,,,,,,
22:07:37.290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.254901960784313,,,,
22:07:37.440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2750000000000001,,,,,,,,
22:07:37.906,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:07:38.056,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:07:38.206,,,,,,,,,,,,,,,,,,,,,,,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:07:38.364,,,,,,,,,,0.02126965355257738,,,,,,,,,,,,,,,,,,,,,,0.00023357318470708423,0.000289004168,0.000289004168,0.000289004168,0.0008930125696673193,0.001104950375256577,0.001104950375256577,0.001104950375256577,,0.31498825713538614,,,,0.24,,,,,,0.288,,,,,,,
22:07:38.521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
22:07:38.671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.78125,,,,,,,,,,,,,,
22:07:38.821,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.778585110665,,,,,,,,,,,,,,,
22:07:38.975,,,,,,0,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
22:07:39.136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
22:07:39.285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.6,,,,,,,,,,,,,,,,
22:07:39.436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.254901960784313,,,,
22:07:39.587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2750000000000001,,,,,,,,
22:07:40.065,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:07:40.224,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:07:40.391,,,,,,,,,,0.02126965355257738,,,,,,,,,,,,,,,,,,,,,,0.0002455479855179537,0.000300891908,0.000300891908,0.000300891908,0.0009387954263628742,0.0011504008020267289,0.0011504008020267289,0.0011504008020267289,,0.31498825713538614,,,,0.24,,,,,,0.288,,,,,,,
22:07:40.549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
22:07:40.696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.78125,,,,,,,,,,,,,,
22:07:40.861,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.778585110665,,,,,,,,,,,,,,,
22:07:41.012,,,,,,0,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
22:07:41.176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
22:07:41.327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.6,,,,,,,,,,,,,,,,
22:07:41.475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.254901960784313,,,,
22:07:41.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2750000000000001,,,,,,,,
22:07:42.090,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:07:42.242,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:07:42.393,,,,,,,,,,,,,,,,,,,,,,,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:07:42.542,,,,,,,,,,0.02126965355257738,,,,,,,,,,,,,,,,,,,,,,0.0002582569827225653,0.000313572164,0.000313572164,0.000313572164,0.0009873853116522226,0.0011988812572482238,0.0011988812572482238,0.0011988812572482238,,0.31498825713538614,,,,0.24,,,,,,0.288,,,,,,,
22:07:42.708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
22:07:42.855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.78125,,,,,,,,,,,,,,
22:07:43.007,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.778585110665,,,,,,,,,,,,,,,
22:07:43.162,,,,,,0,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
22:07:43.319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
22:07:43.472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.6,,,,,,,,,,,,,,,,
22:07:43.620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.254901960784313,,,,
22:07:43.772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2750000000000001,,,,,,,,
22:07:44.221,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:07:44.371,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:07:44.544,,,,,,,,,,0.02126965355257738,,,,,,,,,,,,,,,,,,,,,,0.00027008602439838306,0.000325459904,0.000325459904,0.000325459904,0.0010326108923064022,0.0012443316840183758,0.0012443316840183758,0.0012443316840183758,,0.31498825713538614,,,,0.24,,,,,,0.288,,,,,,,
22:07:44.702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
22:07:44.851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.78125,,,,,,,,,,,,,,
22:07:45.009,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:07:45.167,,,,,,,,,,,,,,,,,,,,,,,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:07:45.317,,,,,,,,,,0.02126965355257738,,,,,,,,,,,,,,,,,,,,,,0.0002746540827820297,0.00032995082799999997,0.00032995082799999997,0.00032995082799999997,0.0010500757976237072,0.001261501845242655,0.001261501845242655,0.001261501845242655,,0.31498825713538614,,,,0.24,,,,,,0.288,,,,,,,
22:07:45.383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.4,,,,,,,,,,,,
22:07:45.841,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:07:45.991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
22:07:46.141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.78125,,,,,,,,,,,,,,
22:07:46.291,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.778585110665,,,,,,,,,,,,,,,
22:07:46.442,,,,,,0,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
22:07:46.602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
22:07:46.756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.4,,,,,,,,,,,,,,,,
22:07:46.906,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:07:47.056,,,,,,,,,,0.02126965355257738,,,,,,,,,,,,,,,,,,,,,,0.0002849301924945978,0.000340253536,0.000340253536,0.000340253536,0.0010893641052781664,0.0013008922151101201,0.0013008922151101201,0.0013008922151101201,,0.31498825713538614,,,,0.24,,,,,,0.288,,,,,,,
22:07:47.120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.4,,,,,,,,,,,,
22:07:47.579,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:07:47.732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
22:07:47.880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.78125,,,,,,,,,,,,,,
22:07:48.032,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.778585110665,,,,,,,,,,,,,,,
22:07:48.194,,,,,,0,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
22:07:48.359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
22:07:48.511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.4,,,,,,,,,,,,,,,,
22:07:48.662,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:07:48.825,,,,,,,,,,,,,,,,,,,,,,,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:07:48.976,,,,,,,,,,0.02126965355257738,,,,,,,,,,,,,,,,,,,,,,0.00029627613662298245,0.000351612932,0.000351612932,0.000351612932,0.0011327426751859102,0.0013443226229127093,0.0013443226229127093,0.0013443226229127093,,0.31498825713538614,,,,0.24,,,,,,0.288,,,,,,,
22:07:49.042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.4,,,,,,,,,,,,
22:07:49.515,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:07:49.666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
22:07:49.814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.78125,,,,,,,,,,,,,,
22:07:49.964,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.778585110665,,,,,,,,,,,,,,,
22:07:50.117,,,,,,0,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
22:07:50.281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
22:07:50.430,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:07:50.581,,,,,,,,,,,,,,,,,,,,,,,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:07:50.741,,,,,,,,,,0.02126965355257738,,,,,,,,,,,,,,,,,,,,,,0.00030669788021600006,0.00036191564,0.00036191564,0.00036191564,0.0011725877800000002,0.001383712992780174,0.001383712992780174,0.001383712992780174,,0.31498825713538614,,,,0.24,,,,,,0.288,,,,,,,
22:07:51.211,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:07:51.362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
22:07:51.509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.78125,,,,,,,,,,,,,,
22:07:51.661,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.778585110665,,,,,,,,,,,,,,,
22:07:51.811,,,,,,0,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
22:07:51.960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
22:07:52.112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.4,,,,,,,,,,,,,,,,
22:07:52.260,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,17.254901960784313,,,,
22:07:52.411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2750000000000001,,,,,,,,
22:07:52.576,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:07:52.736,,,,,,,,,,0.02126965355257738,,,,,,,,,,,,,,,,,,,,,,0.00031848729535328827,0.00037380338,0.00037380338,0.00037380338,0.0012176618578305844,0.001429163419550326,0.001429163419550326,0.001429163419550326,,0.31498825713538614,,,,0.24,,,,,,0.288,,,,,,,
22:07:53.192,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:07:53.342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
22:07:53.491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.78125,,,,,,,,,,,,,,
22:07:53.641,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.778585110665,,,,,,,,,,,,,,,
22:07:53.792,,,,,,0,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
22:07:53.954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
22:07:54.104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.4,,,,,,,,,,,,,,,,
22:07:54.256,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,17.254901960784313,,,,
22:07:54.406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2750000000000001,,,,,,,,
22:07:54.571,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:07:54.719,,,,,,,,,,,,,,,,,,,,,,,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:07:54.871,,,,,,,,,,0.02126965355257738,,,,,,,,,,,,,,,,,,,,,,0.0003310993703104032,0.0003864836360000001,0.0003864836360000001,0.0003864836360000001,0.001265881183522505,0.0014776438747718212,0.0014776438747718212,0.0014776438747718212,,0.31498825713538614,,,,0.24,,,,,,0.288,,,,,,,
22:07:55.365,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:07:55.515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
22:07:55.667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.78125,,,,,,,,,,,,,,
22:07:55.815,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.778585110665,,,,,,,,,,,,,,,
22:07:55.968,,,,,,0,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
22:07:56.130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
22:07:56.282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.4,,,,,,,,,,,,,,,,
22:07:56.432,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,17.254901960784313,,,,
22:07:56.581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2750000000000001,,,,,,,,
22:07:56.756,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:07:56.920,,,,,,,,,,0.02126965355257738,,,,,,,,,,,,,,,,,,,,,,0.00034320891730451,0.000398635548,0.000398635548,0.000398635548,0.0013121792108079398,0.0015241043110257538,0.0015241043110257538,0.0015241043110257538,,0.31498825713538614,,,,0.24,,,,,,0.288,,,,,,,
22:07:57.378,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:07:57.526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
22:07:57.677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.78125,,,,,,,,,,,,,,
22:07:57.827,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.778585110665,,,,,,,,,,,,,,,
22:07:57.975,,,,,,0,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
22:07:58.126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
22:07:58.276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.4,,,,,,,,,,,,,,,,
22:07:58.427,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,17.254901960784313,,,,
22:07:58.575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2750000000000001,,,,,,,,
22:07:58.742,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:07:58.913,,,,,,,,,,,,,,,,,,,,,,,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:07:59.070,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:07:59.221,,,,,,,,,,,,,,,,,,,,,,,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:07:59.372,,,,,,,,,,0.02126965355257738,,,,,,,,,,,,,,,,,,,,,,0.0003576939574141527,0.00041316500800000003,0.00041316500800000003,0.00041316500800000003,0.0013675593817221135,0.0015796548326337172,0.0015796548326337172,0.0015796548326337172,,0.31498825713538614,,,,0.24,,,,,,0.288,,,,,,,
22:07:59.535,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:07:59.686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
22:07:59.836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.78125,,,,,,,,,,,,,,
22:07:59.987,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.778585110665,,,,,,,,,,,,,,,
22:08:00.149,,,,,,0,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
22:08:00.313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
22:08:00.466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.4,,,,,,,,,,,,,,,,
22:08:00.616,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,17.254901960784313,,,,
22:08:00.766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2750000000000001,,,,,,,,
22:08:01.081,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:08:01.230,,,,,,,,,,0.018610946858505208,,,,,,,,,,,,,,,,,,,,,,0.0003672996333754599,0.00042267520000000003,0.00042267520000000003,0.00042267520000000003,0.0014042844423679062,0.0016160151740498385,0.0016160151740498385,0.0016160151740498385,,0.27561472499346296,,,,0.21,,,,,,0.252,,,,,,,
22:08:01.397,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:08:01.545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
22:08:01.732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.78125,,,,,,,,,,,,,,
22:08:01.888,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.778585110665,,,,,,,,,,,,,,,
22:08:02.040,,,,,,0,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
22:08:02.191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
22:08:02.340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.4,,,,,,,,,,,,,,,,
22:08:02.489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.254901960784313,,,,
22:08:02.641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2750000000000001,,,,,,,,
22:08:02.955,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:08:03.104,,,,,,,,,,,,,,,,,,,,,,,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:08:03.255,,,,,,,,,,0.02126965355257738,,,,,,,,,,,,,,,,,,,,,,0.0003792658997394968,0.00043456294000000003,0.00043456294000000003,0.00043456294000000003,0.001450034669597428,0.00166146560081999,0.00166146560081999,0.00166146560081999,,0.31498825713538614,,,,0.24,,,,,,0.288,,,,,,,
22:08:03.421,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:08:03.570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
22:08:03.720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.78125,,,,,,,,,,,,,,
